Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price,Reliability
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2012,5.0,155000,True,0,Unreliable
Sierra,Khobar,GMC,Automatic,Saudi,Full,2021,8.0,2800,False,180000,Reliable
Optima,Jeddah,Kia,Automatic,Saudi,Standard,2015,2.0,72000,False,43000,Moderate
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2020,2.7,56748,True,0,Moderate
Silverado,Dammam,Chevrolet,Automatic,Unknown,Semi Full,2012,5.3,300000,True,0,Unreliable
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,4.0,107,False,125000,Moderate
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2014,5.7,165000,True,0,Moderate
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2015,1.4,181802,False,25500,Moderate
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,1.8,23000,False,55000,Moderate
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2020,2.0,14000,False,349000,Reliable
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2013,5.3,300000,False,48000,Unreliable
DTS,Riyadh,Cadillac,Automatic,Saudi,Full,2008,5.7,150000,True,0,Unreliable
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2007,1.3,1111111,True,0,Unreliable
Marquis,Al-Ahsa,Ford,Automatic,Other,Standard,1999,4.6,300000,True,0,Unreliable
LX,Jeddah,Lexus,Automatic,Saudi,Full,2020,5.7,10000,False,425000,Reliable
Yukon,Aseer,GMC,Automatic,Saudi,Full,2001,5.3,28000,False,15000,Unreliable
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,200000,False,42000,Unreliable
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,73000,False,45000,Moderate
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2017,3.3,83000,False,50000,Moderate
Innova,Hafar Al-Batin,Toyota,Automatic,Saudi,Standard,2008,2.7,90000,False,20000,Moderate
Prado,Hafar Al-Batin,Toyota,Automatic,Gulf Arabic,Semi Full,2017,1.0,95000,False,130000,Moderate
GS,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2018,5.0,95000,False,250000,Moderate
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,2.0,71000,False,65000,Moderate
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,132501,False,245000,Moderate
Ertiga,Al-Medina,Suzuki,Automatic,Saudi,Semi Full,2015,1.8,168000,False,22000,Moderate
Azera,Arar,Hyundai,Automatic,Saudi,Semi Full,2021,2.5,3700,True,0,Reliable
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2016,2.7,320000,False,65000,Moderate
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2016,1.6,112000,False,30000,Moderate
Sorento,Al-Ahsa,Kia,Automatic,Saudi,Semi Full,2015,6.0,171000,False,45000,Moderate
Sierra,Riyadh,GMC,Automatic,Saudi,Standard,2013,5.3,322000,True,0,Unreliable
S,Aseer,Mercedes,Automatic,Saudi,Full,2008,1.0,190,False,65000,Unreliable
The 7,Riyadh,BMW,Automatic,Saudi,Standard,2010,2.0,352000,True,0,Unreliable
FJ,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2020,4.0,15000,True,0,Reliable
Elantra,Aseer,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,60000,True,0,Moderate
Fluence,Riyadh,Renault,Automatic,Saudi,Standard,2014,1.5,150000,True,0,Moderate
Aurion,Aseer,Toyota,Automatic,Saudi,Full,2013,3.5,32300,True,0,Unreliable
Yaris,Dammam,Toyota,Manual,Saudi,Standard,2014,1.4,128400,True,0,Moderate
Cerato,Dammam,Kia,Automatic,Saudi,Standard,2017,1.6,132700,False,29000,Moderate
Yukon,Aseer,GMC,Automatic,Saudi,Standard,2008,5.3,235000,False,40000,Unreliable
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,58000,False,151000,Moderate
RX5,Abha,MG,Automatic,Saudi,Full,2020,2.0,4500,False,65000,Reliable
Optima,Riyadh,Kia,Automatic,Gulf Arabic,Full,2015,2.4,79680,False,49000,Moderate
Elantra,Al-Medina,Hyundai,Automatic,Saudi,Semi Full,2015,1.6,276,True,0,Moderate
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,87537,False,26800,Moderate
F150,Aseer,Ford,Automatic,Saudi,Semi Full,2019,5.7,59000,False,2665,Moderate
Envoy,Jeddah,GMC,Automatic,Other,Standard,2009,4.2,242000,False,14250,Unreliable
Land Cruiser Pickup,Taef,Toyota,Manual,Gulf Arabic,Semi Full,2004,4.5,557,True,0,Unreliable
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,131000,False,35000,Moderate
Sentra,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,1.4,165000,False,18500,Moderate
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Full,2008,5.3,300000,True,0,Unreliable
Camry,Tabouk,Toyota,Automatic,Saudi,Standard,2017,2.5,120,False,55000,Moderate
Pilot,Dammam,Honda,Automatic,Other,Semi Full,2005,6.0,4130,False,15000,Unreliable
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.5,92543,True,0,Moderate
RX,Dammam,Lexus,Automatic,Saudi,Full,2016,3.5,121000,False,130000,Moderate
CT6,Riyadh,Cadillac,Automatic,Saudi,Full,2018,3.6,27000,False,150000,Moderate
Picanto,Jeddah,Kia,Manual,Saudi,Standard,2010,1.0,200000,False,10000,Unreliable
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,63000,True,0,Moderate
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,109746,False,34000,Moderate
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.6,100,True,0,Reliable
Land Cruiser,Arar,Toyota,Automatic,Gulf Arabic,Full,2006,4.6,36600,True,0,Unreliable
Hilux,Qassim,Toyota,Manual,Saudi,Standard,2008,2.7,533399,False,35000,Unreliable
Elantra,Najran,Hyundai,Manual,Saudi,Standard,2011,2.0,300000,False,13000,Unreliable
VTC,Qassim,Nissan,Manual,Other,Standard,2013,4.8,255,True,0,Unreliable
Sportage,Dammam,Kia,Automatic,Saudi,Semi Full,2018,2.0,128000,False,60000,Moderate
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2018,5.0,44000,False,365000,Moderate
Yaris,Tabouk,Toyota,Automatic,Saudi,Semi Full,2016,1.5,230,True,0,Moderate
X,Riyadh,BMW,Automatic,Other,Full,2011,3.0,290,False,48000,Unreliable
Hilux,Jeddah,Toyota,Manual,Saudi,Full,1995,2.7,900000,False,14000,Unreliable
Hilux,Arar,Toyota,Manual,Saudi,Full,2018,2.7,35000,False,85000,Moderate
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,183000,False,27000,Moderate
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2011,1.6,258,True,0,Unreliable
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2015,1.6,36000,False,45000,Moderate
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,62000,False,55000,Moderate
Charger,Al-Ahsa,Dodge,Automatic,Other,Standard,2006,3.5,280000,True,0,Unreliable
Patrol,Dammam,Nissan,Automatic,Saudi,Full,2014,5.6,106000,False,135000,Moderate
Hilux,Al-Ahsa,Toyota,Manual,Gulf Arabic,Semi Full,2020,2.7,11000,True,0,Reliable
Cruze,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2017,1.8,101000,False,30000,Moderate
FJ,Dammam,Toyota,Automatic,Saudi,Standard,2015,1.6,264000,True,0,Moderate
Land Cruiser,Hafar Al-Batin,Toyota,Manual,Saudi,Semi Full,2004,4.6,540000,True,0,Unreliable
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2015,2.0,270000,False,27000,Moderate
F150,Qassim,Ford,Automatic,Saudi,Full,2014,3.2,200000,False,58000,Moderate
Yaris,Al-Baha,Toyota,Automatic,Saudi,Semi Full,2016,1.4,200,True,0,Moderate
Fluence,Qassim,Renault,Automatic,Gulf Arabic,Full,2015,1.6,87000,True,0,Moderate
Accord,Wadi Dawasir,Honda,Automatic,Saudi,Full,2004,2.4,5735,True,0,Unreliable
Other,Jeddah,Ford,Automatic,Saudi,Semi Full,2008,1.0,1910000,True,0,Unreliable
Grand Cherokee,Jeddah,Jeep,Automatic,Saudi,Full,2014,5.8,270000,False,60000,Moderate
Sierra,Tabouk,GMC,Automatic,Saudi,Full,2015,5.3,272,False,70000,Moderate
ES,Tabouk,Lexus,Automatic,Saudi,Full,2013,3.6,137000,False,90000,Unreliable
Land Cruiser,Qassim,Toyota,Manual,Gulf Arabic,Semi Full,2007,4.6,315,False,60000,Unreliable
Other,Al-Medina,Mitsubishi,Manual,Saudi,Standard,2006,2.5,140000,False,45000,Unreliable
C300,Dammam,Chrysler,Automatic,Other,Full,2016,3.5,83000,False,86000,Moderate
Prado,Qassim,Toyota,Automatic,Saudi,Semi Full,2018,4.0,131000,False,137000,Moderate
Azera,Riyadh,Hyundai,Automatic,Saudi,Full,2018,3.5,44000,False,96000,Moderate
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2019,2.0,60000,False,78000,Moderate
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,61000,False,38000,Moderate
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,109000,False,31000,Moderate
LX,Al-Medina,Lexus,Automatic,Saudi,Full,2016,5.7,143000,True,0,Moderate
Fleetwood,Al-Ahsa,Cadillac,Automatic,Other,Full,1991,5.7,91000,False,65000,Moderate
Optra,Jeddah,Chevrolet,Automatic,Saudi,Semi Full,2008,1.3,155,True,0,Unreliable
Camry,Al-Medina,Toyota,Automatic,Unknown,Full,2020,2.5,10616,False,104500,Reliable
Altima,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2018,2.5,48096,False,68000,Moderate
Tucson,Hafar Al-Batin,Hyundai,Automatic,Other,Full,2017,5.3,65000,True,0,Moderate
Escalade,Al-Medina,Cadillac,Automatic,Other,Full,2010,6.2,194000,False,37000,Unreliable
Silverado,Dammam,Chevrolet,Automatic,Saudi,Standard,2018,5.3,57000,False,89000,Moderate
Suburban,Al-Jouf,Chevrolet,Automatic,Saudi,Semi Full,2011,8.0,399,False,37000,Unreliable
Camry,Al-Baha,Toyota,Automatic,Saudi,Full,2017,2.5,31000,False,75000,Moderate
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2012,5.4,177078,False,51000,Unreliable
Tiggo,Riyadh,Chery,Automatic,Saudi,Standard,2021,1.5,4175,False,42500,Reliable
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2007,4.8,514,False,60000,Unreliable
Caprice,Riyadh,Chevrolet,Automatic,Unknown,Standard,2011,6.0,259000,True,0,Unreliable
Q,Jeddah,INFINITI,Automatic,Saudi,Full,2020,3.7,2000,False,155000,Reliable
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2016,2.7,220000,False,68000,Moderate
Hilux,Al-Ahsa,Toyota,Automatic,Saudi,Full,2020,2.7,22000,False,120000,Reliable
H1,Taef,Hyundai,Automatic,Saudi,Semi Full,2016,1.4,127000,False,1959,Moderate
G80,Riyadh,Genesis,Automatic,Saudi,Full,2019,3.0,52000,False,130000,Moderate
Odyssey,Riyadh,Honda,Automatic,Saudi,Full,2010,3.5,260000,False,33000,Unreliable
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,2.7,400000,False,60000,Moderate
Malibu,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2017,2.4,117000,False,45000,Moderate
Innova,Jeddah,Toyota,Automatic,Saudi,Standard,2017,2.7,159000,True,0,Moderate
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018,2.7,111362,False,64500,Moderate
Silverado,Riyadh,Chevrolet,Manual,Saudi,Full,1997,5.3,219000,True,0,Unreliable
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,6.0,230000,False,75000,Moderate
Tucson,Dammam,Hyundai,Automatic,Saudi,Standard,2016,2.0,155000,False,45000,Moderate
Odyssey,Jeddah,Honda,Automatic,Saudi,Semi Full,2020,3.5,1300,False,165000,Reliable
C,Al-Medina,Mercedes,Automatic,Saudi,Full,2017,2.5,118000,False,119000,Moderate
GLC,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2020,2.0,7000,False,275000,Reliable
Accent,Jeddah,Hyundai,Automatic,Saudi,Full,2020,1.6,34000,False,56000,Reliable
GX,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2018,4.6,53190,True,0,Moderate
Senta fe,Dammam,Hyundai,Automatic,Saudi,Standard,2014,3.3,265,True,0,Moderate
Flex,Dammam,Ford,Automatic,Other,Standard,2011,9.0,300000,True,0,Unreliable
F150,Qassim,Ford,Automatic,Saudi,Semi Full,2018,5.0,50000,True,0,Moderate
Q5,Jeddah,Audi,Automatic,Saudi,Standard,2018,2.5,17000,False,138000,Moderate
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,37644,False,27500,Reliable
Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,53000,False,113000,Moderate
Accord,Jeddah,Honda,Automatic,Saudi,Semi Full,2018,1.5,105000,True,0,Moderate
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2016,2.5,136111,False,53500,Moderate
Spark,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2019,1.4,58000,False,26000,Moderate
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2020,2.5,34800,True,0,Reliable
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2019,3.5,8968,False,81500,Reliable
CS35,Dammam,Changan,Automatic,Saudi,Full,2021,1.6,2400,False,51000,Reliable
Caprice,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2011,6.0,450000,True,0,Unreliable
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2014,4.6,270,True,0,Moderate
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2021,4.0,4900,False,258000,Reliable
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2014,1.6,155000,False,21000,Moderate
Accord,Al-Namas,Honda,Automatic,Saudi,Standard,2012,5.0,300000,False,30000,Unreliable
Accent,Al-Jouf,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,114969,False,30000,Moderate
Marquis,Jazan,Ford,Automatic,Other,Full,2009,4.6,274000,False,35500,Unreliable
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.6,120377,False,42000,Moderate
LX,Al-Medina,Lexus,Automatic,Gulf Arabic,Full,2017,5.7,27000,True,0,Moderate
Hilux,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,2.7,32595,False,105000,Reliable
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,190000,False,26000,Moderate
Edge,Jubail,Ford,Automatic,Other,Semi Full,2010,3.5,187200,False,25000,Unreliable
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2020,2.5,21367,False,148500,Reliable
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Standard,2007,3.5,111,False,30000,Unreliable
Azkarra,Dammam,Geely,Automatic,Saudi,Full,2021,1.5,23000,False,75000,Reliable
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2017,1.3,137200,False,32000,Moderate
Flex,Al-Ahsa,Ford,Automatic,Other,Standard,2016,3.5,183000,False,60000,Moderate
Hilux,Hail,Toyota,Automatic,Saudi,Semi Full,2016,2.7,162500,False,84000,Moderate
E,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2016,3.0,114000,False,106000,Moderate
Azera,Tabouk,Hyundai,Automatic,Other,Semi Full,2020,3.5,37000,False,1846,Reliable
Sunny,Dammam,Nissan,Automatic,Saudi,Semi Full,2016,1.5,76000,True,0,Moderate
Yukon,Al-Ahsa,GMC,Automatic,Other,Standard,2007,5.3,217,True,0,Unreliable
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2021,2.0,750000,True,0,Unreliable
Datsun,Riyadh,Nissan,Manual,Saudi,Standard,2004,2.4,300000,True,0,Unreliable
Navara,Dammam,Nissan,Manual,Saudi,Standard,2016,2.5,273000,True,0,Moderate
Tahoe,Jubail,Chevrolet,Automatic,Saudi,Standard,2011,5.3,304000,False,50000,Unreliable
Accent,Qassim,Hyundai,Manual,Saudi,Standard,2009,2.5,280000,True,0,Unreliable
Tucson,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,22000,False,80000,Reliable
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Standard,2016,5.3,124000,False,120000,Moderate
Expedition,Aseer,Ford,Automatic,Saudi,Semi Full,2014,5.4,140000,False,36000,Moderate
Hilux,Makkah,Toyota,Automatic,Saudi,Semi Full,2016,2.7,211000,False,66000,Moderate
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,128000,False,32000,Moderate
Veloster,Jeddah,Hyundai,Automatic,Saudi,Full,2013,2.0,149675,False,25000,Unreliable
A4,Jeddah,Audi,Automatic,Gulf Arabic,Full,2009,1.8,223000,False,27000,Unreliable
Prado,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,92000,False,130000,Moderate
Yukon,Hail,GMC,Automatic,Saudi,Semi Full,2011,5.3,223,False,40000,Unreliable
Camry,Dammam,Toyota,Automatic,Saudi,Full,2017,2.5,135000,False,73000,Moderate
Furniture,Qassim,Toyota,Automatic,Saudi,Semi Full,2021,2.4,5780,True,0,Reliable
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,3.0,107154,False,61000,Moderate
Acadia,Qassim,GMC,Automatic,Saudi,Semi Full,2010,3.6,269,True,0,Unreliable
Charger,Abha,Dodge,Automatic,Saudi,Full,2013,5.7,216841,False,40000,Unreliable
Land Cruiser,Jeddah,Toyota,Manual,Saudi,Standard,2002,1.1,325605,False,30000,Unreliable
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,79000,False,36000,Moderate
Ciocca,Qassim,Toyota,Automatic,Saudi,Standard,2013,5.7,179000,True,0,Unreliable
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,197990,False,30000,Moderate
XJ,Jeddah,Jaguar,Automatic,Saudi,Full,2016,3.0,38000,False,155000,Moderate
A3,Jeddah,Audi,Automatic,Saudi,Semi Full,2020,1.4,6000,False,105000,Reliable
Traverse,Makkah,Chevrolet,Automatic,Other,Semi Full,2009,3.8,300,True,0,Unreliable
Acadia,Riyadh,GMC,Automatic,Gulf Arabic,Full,2012,3.6,220000,False,40000,Unreliable
Optima,Riyadh,Kia,Manual,Saudi,Standard,2015,2.4,104000,False,25000,Moderate
Avalon,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,3.5,86000,False,87000,Moderate
Furniture,Sakaka,Toyota,Automatic,Saudi,Full,2014,2.7,400000,False,50000,Moderate
Echo,Riyadh,Toyota,Manual,Saudi,Semi Full,2005,1.5,302000,True,0,Unreliable
Land Cruiser Pickup,Riyadh,Toyota,Manual,Gulf Arabic,Full,2021,4.0,1519,False,175000,Reliable
Camaro,Qurayyat,Chevrolet,Automatic,Other,Standard,2011,3.6,145000,True,0,Unreliable
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,130000,False,32000,Moderate
Impala,Dammam,Chevrolet,Automatic,Saudi,Standard,2016,3.5,91000,False,55000,Moderate
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,4.0,55000,False,123000,Moderate
Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Semi Full,2012,4.0,327193,False,75000,Unreliable
Sunny,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2016,1.5,156103,False,23000,Moderate
Acadia,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,3.6,106000,False,75000,Moderate
Sentra,Riyadh,Nissan,Automatic,Saudi,Semi Full,2018,1.6,78000,False,38000,Moderate
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,143021,False,30000,Moderate
Accord,Riyadh,Honda,Automatic,Saudi,Full,2018,1.5,39000,False,72000,Moderate
Hilux,Tabouk,Toyota,Manual,Saudi,Standard,2011,1.4,300000,False,20000,Unreliable
Wrangler,Dammam,Jeep,Automatic,Saudi,Full,2018,3.0,70000,False,108000,Moderate
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Standard,2013,4.0,287808,True,0,Unreliable
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2007,5.0,303000,False,36000,Unreliable
VTC,Dammam,Nissan,Manual,Saudi,Standard,2009,4.0,54000,False,42000,Moderate
Taurus,Hail,Ford,Automatic,Saudi,Semi Full,2012,6.0,166000,False,30000,Unreliable
Grand Cherokee,Najran,Jeep,Automatic,Saudi,Full,2017,5.7,13300,False,3100,Moderate
Land Cruiser,Jeddah,Toyota,Manual,Gulf Arabic,Semi Full,1997,4.5,600000,True,0,Unreliable
LX,Riyadh,Lexus,Automatic,Saudi,Full,2015,5.7,109900,True,0,Moderate
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,1.1,200548,True,0,Moderate
Land Cruiser Pickup,Riyadh,Nissan,Manual,Saudi,Full,2016,4.8,50000,False,85000,Moderate
H2,Jeddah,HAVAL,Automatic,Saudi,Full,2021,1.5,2800,False,57000,Reliable
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,114154,False,43000,Unreliable
Wrangler,Dammam,Jeep,Automatic,Saudi,Full,2018,3.6,61300,False,165000,Moderate
The 7,Jeddah,BMW,Automatic,Saudi,Full,2015,3.5,110000,False,105000,Moderate
FJ,Riyadh,Toyota,Automatic,Saudi,Full,2015,4.0,259880,False,89000,Moderate
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2017,2.5,107000,False,50000,Moderate
Elantra,Makkah,Hyundai,Automatic,Saudi,Full,2021,1.7,2600,False,95000,Reliable
Expedition,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2013,5.4,130,True,0,Unreliable
Tahoe,Riyadh,Chevrolet,Automatic,Other,Semi Full,2008,5.3,450000,True,0,Unreliable
Prado,Dammam,Toyota,Automatic,Saudi,Semi Full,2017,6.0,256,True,0,Moderate
Optima,Riyadh,Kia,Automatic,Saudi,Full,2014,2.5,2002500,False,42000,Moderate
Azera,Riyadh,Hyundai,Automatic,Other,Semi Full,2020,3.0,51000,True,0,Moderate
Avalon,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2016,3.5,93000,False,75000,Moderate
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.5,71629,False,50000,Moderate
Carnival,Dammam,Kia,Automatic,Saudi,Standard,2009,3.5,126000,False,20000,Unreliable
Ghost,Dammam,Rolls-Royce,Automatic,Saudi,Full,2016,6.0,40000,False,620000,Moderate
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2003,4.6,389265,True,0,Unreliable
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Full,2016,2.4,38000,False,63000,Moderate
Pajero,Jeddah,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.5,189800,True,0,Moderate
Prado,Jazan,Toyota,Automatic,Saudi,Semi Full,2016,4.0,191,True,0,Moderate
Camry,Al-Jouf,Toyota,Automatic,Gulf Arabic,Semi Full,2011,2.5,349000,True,0,Unreliable
Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,87300,False,53500,Moderate
Innova,Riyadh,Toyota,Manual,Saudi,Standard,2006,2.7,498000,True,0,Unreliable
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017,5.7,100000,False,210000,Moderate
Expedition,Dammam,Ford,Automatic,Saudi,Standard,2013,5.4,190000,False,50000,Unreliable
Senta fe,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2015,3.3,120,False,57000,Moderate
Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2018,2.0,17002,False,70500,Moderate
Cerato,Al-Medina,Kia,Automatic,Saudi,Semi Full,2016,2.0,99000,True,0,Moderate
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,155000,False,35000,Moderate
Prado,Dammam,Toyota,Automatic,Saudi,Full,2016,4.0,69900,False,128000,Moderate
Yukon,Hafar Al-Batin,GMC,Automatic,Saudi,Semi Full,2012,5.3,410000,False,56600,Unreliable
Expedition,Jubail,Ford,Automatic,Saudi,Semi Full,2014,5.4,184000,False,52000,Moderate
Cadenza,Yanbu,Kia,Automatic,Saudi,Semi Full,2020,3.3,17000,False,95000,Reliable
Armada,Al-Ahsa,Nissan,Automatic,Saudi,Semi Full,2008,4.0,240000,True,0,Unreliable
Datsun,Al-Medina,Nissan,Manual,Saudi,Full,2007,1.6,432000,False,27000,Unreliable
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,2016,3.6,165407,False,76500,Moderate
HS,Jeddah,MG,Automatic,Saudi,Full,2020,2.0,12000,False,80000,Reliable
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,134000,False,36000,Moderate
Suburban,Qurayyat,Chevrolet,Automatic,Saudi,Full,2007,5.3,300000,False,30000,Unreliable
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2015,2.4,144000,False,50000,Moderate
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,70568,False,51500,Moderate
Dyna,Riyadh,Toyota,Manual,Saudi,Standard,1991,2.4,1111,True,0,Unreliable
Tahoe,Al-Ahsa,Chevrolet,Automatic,Unknown,Semi Full,2008,5.3,247000,False,42500,Unreliable
Sierra,Qassim,GMC,Automatic,Saudi,Semi Full,2020,5.3,91000,False,135000,Moderate
6,Jeddah,Mazda,Automatic,Saudi,Full,2021,2.5,14500,False,106000,Reliable
Expedition,Makkah,Ford,Automatic,Other,Full,2003,5.4,364800,False,11000,Unreliable
CX9,Qassim,Mazda,Automatic,Gulf Arabic,Standard,2016,2.0,77000,True,0,Moderate
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,1.4,138000,False,24000,Moderate
Avalanche,Riyadh,Chevrolet,Automatic,Other,Semi Full,2007,6.5,383,True,0,Unreliable
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Full,2011,6.0,200000,False,46000,Unreliable
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2014,2.7,390861,True,0,Moderate
LX,Dammam,Lexus,Automatic,Saudi,Full,2014,5.7,150000,False,190000,Moderate
Camry,Dammam,Toyota,Automatic,Saudi,Full,2019,2.5,97000,False,90000,Moderate
LX,Jeddah,Lexus,Automatic,Saudi,Full,2019,5.7,45000,True,0,Reliable
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,159000,False,39000,Moderate
Fusion,Hail,Ford,Automatic,Saudi,Semi Full,2015,2.4,178000,False,30000,Moderate
H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,175250,True,0,Moderate
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,108000,False,29000,Moderate
Vego,Wadi Dawasir,Ford,Automatic,Other,Standard,2020,1.5,3300,True,0,Reliable
Expedition,Dammam,Ford,Automatic,Saudi,Standard,2013,5.4,21700,False,35000,Unreliable
Accord,Riyadh,Honda,Automatic,Saudi,Standard,2018,1.5,55000,True,0,Moderate
